Spectrum,Observed,Ritz,Transition,Rel.,Aki,fik,Acc.,Ei           Ek,Lower level,Upper level,gi   gk,Type,TP,Line
C I,1358.5048,1358.50585,7361.0341,220000q,6600000.0,0.061,C+,8.771134696   -      9.68378589,2s2.2p.3p       | 3S   | 1,2s2.2p.4s            | 3P*     | 0,3 - 1,,"T6070n,T4828n",L12175c183
C I,,1361.30624,7345.8857,,3800.0,6.4e-05,C,8.850662829   -      9.76143658,2s2.2p.3p       | 3P   | 2,2s2.2p.3d            | 1P*     | 1,5 - 3,,T6070,
C I,,1363.17,7335.85,,50000.0,0.0039,D,10.08128590    -     10.99081,2s2.2p.4p       | 3P   | 0,2s2.2p.(2P*<3/2>).7d | 2[1/2]* | 1,1 - 3,,T5520LS,
C I,,1365.6,7322.6,,140000.0,0.0013,D,10.083115460   -     10.99100,2s2.2p.4p       | 3P   | 1,2s2.2p.(2P*<3/2>).7d | 2[1/2]* | 0,3 - 1,,T5520LS,
C I,,1365.92,7321.09,,35000.0,0.001,D,10.083115460   -     10.99081,2s2.2p.4p       | 3P   | 1,2s2.2p.(2P*<3/2>).7d | 2[1/2]* | 1,3 - 3,,T5520LS,
C I,,1367.37,7313.3,,35000.0,0.0016,D,10.083115460   -     10.98985,2s2.2p.4p       | 3P   | 1,2s2.2p.(2P*<3/2>).7d | 2[3/2]* | 2,3 - 5,,T5520LS,
C I,,1369.33,7302.85,,60000.0,0.001,D,10.085377438   -     10.99081,2s2.2p.4p       | 3P   | 2,2s2.2p.(2P*<3/2>).7d | 2[1/2]* | 1,5 - 3,,T5520LS,
C I,1370.155757,1370.155756,7298.4403,330000,340000.0,0.0068,B,7.945771557   -      8.850662829,2s.2p3          | 3D*  | 3,2s2.2p.3p            | 3P      | 2,7 - 5,,T6070n,L12175c183
C I,1370.7048,1370.70592,7295.517,6300,3900.0,0.000181,B,7.94613476    -      8.850662829,2s.2p3          | 3D*  | 1,2s2.2p.3p            | 3P      | 2,3 - 5,,T6070n,L12175c183
C I,,1370.79,7295.0,,100000.0,0.0029,D,10.085377438   -     10.98985,2s2.2p.4p       | 3P   | 2,2s2.2p.(2P*<3/2>).7d | 2[3/2]* | 2,5 - 5,,T5520LS,
C I,1370.9115,1370.91159,7294.4169,46000,59000.0,0.00165,B,7.94627046    -      8.850662829,2s.2p3          | 3D*  | 2,2s2.2p.3p            | 3P      | 2,5 - 5,,T6070n,L12175c183
C I,1372.704,1372.7039,7284.892,15000,1800000.0,0.017,C,9.71295903    -     10.6161705,2s2.2p.4s       | 1P*  | 1,2s2.2p.5p            | 1S      | 0,3 - 1,,T5520,L12175c183
C I,,1372.816,7284.3,,34000.0,0.00095,C,10.13817190    -     11.041310,2s2.2p.4p       | 1D   | 2,2s2.2p.(2P*<1/2>).8d | 2[5/2]* | 2,5 - 5,,T5520,
C I,,1373.825,7278.949,,16000.0,0.0008,D,10.083115460   -     10.985590,2s2.2p.4p       | 3P   | 1,2s2.2p.(2P*<3/2>).7d | 2[5/2]* | 2,3 - 5,,T5520LS,
C I,1374.5628,1374.56346,7275.0405,51000bl,99000.0,0.0028,B,7.94613476    -      8.848124381,2s.2p3          | 3D*  | 1,2s2.2p.3p            | 3P      | 1,3 - 3,,T6070n,L12175c183
C I,1374.7703,1374.77029,7273.9424,150000,300000.0,0.0051,B,7.94627046    -      8.848124381,2s.2p3          | 3D*  | 2,2s2.2p.3p            | 3P      | 1,5 - 3,,T6070n,L12175c183
C I,,1376.028,7267.294,,700000.0,0.019,D,9.98852478    -     10.889554,2s2.2p.4p       | 1P   | 1,2s2.2p.6d            | 1P*     | 1,3 - 3,,T5520,
C I,1376.909,1376.90893,7262.6441,63000,400000.0,0.0038,B,7.94613476    -      8.84658790,2s.2p3          | 3D*  | 1,2s2.2p.3p            | 3P      | 0,3 - 1,,T6070n,L12175c183
C I,,1376.98,7262.27,,22000.0,0.0009,D,10.085377438   -     10.985784,2s2.2p.4p       | 3P   | 2,2s2.2p.(2P*<3/2>).7d | 2[5/2]* | 3,5 - 7,,T5520LS,
C I,,1377.277,7260.705,,5000.0,0.00015,D,10.085377438   -     10.985590,2s2.2p.4p       | 3P   | 2,2s2.2p.(2P*<3/2>).7d | 2[5/2]* | 2,5 - 5,,T5520LS,
C I,,1377.701,7258.47,,28000.0,0.0013,D,10.083115460   -     10.983051,2s2.2p.4p       | 3P   | 1,2s2.2p.(2P*<3/2>).8s | 2[3/2]* | 2,3 - 5,,T5520LS,
C I,,1379.774,7247.57,,12000.0,0.001,D,10.08128590    -     10.979870,2s2.2p.4p       | 3P   | 0,2s2.2p.(2P*<1/2>).7d | 2[3/2]* | 1,1 - 3,,T5520LS,
C I,,1381.173,7240.23,,80000.0,0.0024,D,10.085377438   -     10.983051,2s2.2p.4p       | 3P   | 2,2s2.2p.(2P*<3/2>).8s | 2[3/2]* | 2,5 - 5,,T5520LS,
C I,,1381.589,7238.041,,37000.0,0.0032,D,10.08128590    -     10.9786886,2s2.2p.4p       | 3P   | 0,2s2.2p.(2P*<1/2>).8s | 2[1/2]* | 1,1 - 3,,T5520LS,
C I,,1382.589,7232.81,,9000.0,0.00026,D,10.083115460   -     10.979870,2s2.2p.4p       | 3P   | 1,2s2.2p.(2P*<1/2>).7d | 2[3/2]* | 1,3 - 3,,T5520LS,
C I,,1384.412,7223.284,,28000.0,0.0008,D,10.083115460   -     10.9786886,2s2.2p.4p       | 3P   | 1,2s2.2p.(2P*<1/2>).8s | 2[1/2]* | 1,3 - 3,,T5520LS,
C I,,1385.431,7217.97,,110000.0,0.0011,D,10.083115460   -     10.978030,2s2.2p.4p       | 3P   | 1,2s2.2p.(2P*<1/2>).8s | 2[1/2]* | 0,3 - 1,,T5520LS,
C I,,1386.085,7214.57,,600.0,1e-05,D,10.085377438   -     10.979870,2s2.2p.4p       | 3P   | 2,2s2.2p.(2P*<1/2>).7d | 2[3/2]* | 1,5 - 3,,T5520LS,
C I,,1387.917,7205.04,,46000.0,0.0008,D,10.085377438   -     10.9786886,2s2.2p.4p       | 3P   | 2,2s2.2p.(2P*<1/2>).8s | 2[1/2]* | 1,5 - 3,,T5520LS,
C I,1394.3494,1394.3492,7171.804,18000,1700000.0,0.07,D,9.833294423   -     10.72248485,2s2.2p.3d       | 3P*  | 2,2s2.2p.(2P*<3/2>).5f | 2[5/2]  | 3,5 - 7,,T9787,L12175c183
C I,1394.3837,1394.382,7171.627,20000,300000.0,0.0053,B,9.631071843   -     10.52024138,2s2.2p.3d       | 1D*  | 2,2s2.2p.5p            | 1P      | 1,5 - 3,,T5520,L12175c183
C II,,1394.589,7170.57,,941000.0,0.0274,B,20.844740      -     21.733778,2s2.4d          | 2D   | 3/2,2s2.5p               | 2P*     | 3/2,4 - 4,,T5109LS,
C II,,1394.628,7170.37,,8460000.0,0.164,B,20.844765      -     21.733778,2s2.4d          | 2D   | 5/2,2s2.5p               | 2P*     | 3/2,6 - 4,,T5109LS,
C II,,1396.026,7163.19,,9380000.0,0.137,B,20.844740      -     21.732863,2s2.4d          | 2D   | 3/2,2s2.5p               | 2P*     | 1/2,4 - 2,,T5109LS,
U I,1396.54,,7160.56,100,,,,,|      |,|         |,,,,u10
C I,,1399.72968,7144.23659,,43000.0,0.0018,C,8.850662829   -      9.73643528,2s2.2p.3p       | 3P   | 2,2s2.2p.3d            | 1F*     | 3,5 - 7,,T6070,
C I,,1411.05375,7086.9022,,23000.0,0.0012,D,9.685245529   -     10.56390942,2s2.2p.4s       | 3P*  | 1,2s2.2p.5p            | 3P      | 2,3 - 5,,T5520LS,
C I,,1411.63854,7083.9664,,31000.0,0.0028,D,9.68378589    -     10.56208579,2s2.2p.4s       | 3P*  | 0,2s2.2p.5p            | 3P      | 1,1 - 3,,T5520LS,
C I,,1413.98843,7072.1936,,23000.0,0.0007,D,9.685245529   -     10.56208579,2s2.2p.4s       | 3P*  | 1,2s2.2p.5p            | 3P      | 1,3 - 3,,T5520LS,
C I,,1414.25,7070.88,,45000.0,0.0022,D,9.98852478    -     10.865203,2s2.2p.4p       | 1P   | 1,2s2.2p.6d            | 1D*     | 2,3 - 5,,T5520,
C I,,1415.9,7062.7,,32000.0,0.00032,D,10.01574721    -     10.89140,2s2.2p.4p       | 3D   | 1,2s2.2p.6d            | 3P*     | 0,3 - 1,,T5520LS,
C I,,1416.134,7061.48,,8000.0,0.00024,D,10.01574721    -     10.891259,2s2.2p.4p       | 3D   | 1,2s2.2p.6d            | 3P*     | 1,3 - 3,,T5520LS,
C I,,1416.5239,7059.535,,510000.0,0.026,C,9.71295903    -     10.5882298,2s2.2p.4s       | 1P*  | 1,2s2.2p.5p            | 1D      | 2,3 - 5,,T5520,
C I,,1417.32046,7055.5674,,70000.0,0.0021,D,9.689130559   -     10.56390942,2s2.2p.4s       | 3P*  | 2,2s2.2p.5p            | 3P      | 2,5 - 5,,T5520LS,
C I,,1417.859,7052.89,,90000.0,0.0009,D,9.685245529   -     10.559692,2s2.2p.4s       | 3P*  | 1,2s2.2p.5p            | 3P      | 0,3 - 1,,T5520LS,
C I,,1418.416,7050.119,,320.0,1.6e-05,D,10.01574721    -     10.889851,2s2.2p.4p       | 3D   | 1,2s2.2p.6d            | 3P*     | 2,3 - 5,,T5520LS,
C I,,1419.922,7042.64,,24000.0,0.00043,D,10.018083033   -     10.891259,2s2.2p.4p       | 3D   | 2,2s2.2p.6d            | 3P*     | 1,5 - 3,,T5520LS,
C I,,1420.2813,7040.8588,,38000.0,0.0007,D,9.689130559   -     10.56208579,2s2.2p.4s       | 3P*  | 2,2s2.2p.5p            | 3P      | 1,5 - 3,,T5520LS,
C I,,1422.216,7031.279,,5000.0,0.00014,D,10.018083033   -     10.889851,2s2.2p.4p       | 3D   | 2,2s2.2p.6d            | 3P*     | 2,5 - 5,,T5520LS,
C I,,1428.991,6997.943,,26000.0,0.0006,D,10.022216175   -     10.889851,2s2.2p.4p       | 3D   | 3,2s2.2p.6d            | 3P*     | 2,7 - 5,,T5520LS,
C I,,1430.479,6990.664,,13000.0,0.0007,D,10.01574721    -     10.882479,2s2.2p.4p       | 3D   | 1,2s2.2p.6d            | 3D*     | 2,3 - 5,,T5520LS,
C I,1431.07516,1431.07491,6987.7532,33000,610000.0,0.056,C,8.84658790    -      9.71295903,2s2.2p.3p       | 3P   | 0,2s2.2p.4s            | 1P*     | 1,1 - 3,,T6070,L12175c183
C IV,,1433.47,6976.1,,7150000.0,0.441,A,49.76082       -     50.62575,1s2.4s          | 2S   | 1/2,1s2.4p               | 2P*     | 3/2,2 - 4,,T5118LS,
C I,,1433.509,6975.89,,9000.0,0.00041,D,10.018083033   -     10.882983,2s2.2p.4p       | 3D   | 2,2s2.2p.6d            | 3D*     | 3,5 - 7,,T5520LS,
C I,1433.61,1433.61738,6975.4,150000bl,390000.0,0.012,C,8.848124381   -      9.71295903,2s2.2p.3p       | 3P   | 1,2s2.2p.4s            | 1P*     | 1,3 - 3,,T6070,L9405c186
C I,,1434.345,6971.824,,60000.0,0.0018,D,10.018083033   -     10.882479,2s2.2p.4p       | 3D   | 2,2s2.2p.6d            | 3D*     | 2,5 - 5,,T5520LS,
C I,,1434.45,6971.314,,6000.0,0.00028,D,10.01574721    -     10.880080,2s2.2p.4p       | 3D   | 1,2s2.2p.7s            | 3P*     | 2,3 - 5,,T5520LS,
C IV,,1436.16,6963.0,,7110000.0,0.22,A,49.76082       -     50.62412,1s2.4s          | 2S   | 1/2,1s2.4p               | 2P*     | 1/2,2 - 2,,T5118LS,
C I,,1437.8377,6954.8879,,25000.0,0.00046,C,8.850662829   -      9.71295903,2s2.2p.3p       | 3P   | 2,2s2.2p.4s            | 1P*     | 1,5 - 3,,T6070,
C I,,1438.25,6952.88,,60000.0,0.002,D,10.01574721    -     10.877795,2s2.2p.4p       | 3D   | 1,2s2.2p.6d            | 3D*     | 1,3 - 3,,T5520LS,
C I,,1438.337,6952.474,,80000.0,0.0026,D,10.018083033   -     10.880080,2s2.2p.4p       | 3D   | 2,2s2.2p.7s            | 3P*     | 2,5 - 5,,T5520LS,
C I,1440.35976,1440.35968,6942.7099,870000q,9900000.0,0.51,B,8.848124381   -      9.708910751,2s2.2p.3p       | 3P   | 1,2s2.2p.3d            | 3D*     | 2,3 - 5,,"T6070n,T4828n",L12175c183
C I,,1440.392,6942.56,,70000.0,0.0023,D,10.022216175   -     10.882983,2s2.2p.4p       | 3D   | 3,2s2.2p.6d            | 3D*     | 3,7 - 7,,T5520LS,
C I,1440.72103,1440.72099,6940.969,350000,6900000.0,0.64,B,8.84658790    -      9.70715841,2s2.2p.3p       | 3P   | 0,2s2.2p.3d            | 3D*     | 1,1 - 3,,"T6070n,T4828n",L12175c183
C I,,1441.236,6938.488,,13000.0,0.00029,D,10.022216175   -     10.882479,2s2.2p.4p       | 3D   | 3,2s2.2p.6d            | 3D*     | 2,7 - 5,,T5520LS,
C I,,1441.725,6936.134,,140000.0,0.0042,D,10.01574721    -     10.8757182,2s2.2p.4p       | 3D   | 1,2s2.2p.7s            | 3P*     | 1,3 - 3,,T5520LS,
C I,,1442.16,6934.04,,21000.0,0.00039,D,10.018083033   -     10.877795,2s2.2p.4p       | 3D   | 2,2s2.2p.6d            | 3D*     | 1,5 - 3,,T5520LS,
C I,1442.406976,1442.406976,6932.8561,1500000,12300000.0,0.54,B,8.850662829   -      9.710227435,2s2.2p.3p       | 3P   | 2,2s2.2p.3d            | 3D*     | 3,5 - 7,,"T6070n,T4828n",L12175c183
C I,,1443.222,6928.941,,500000.0,0.006,D,10.01574721    -     10.874826,2s2.2p.4p       | 3D   | 1,2s2.2p.7s            | 3P*     | 0,3 - 1,,T5520LS,
C I,1443.29774,1443.29788,6928.5773,290000D,4800000.0,0.151,B,8.848124381   -      9.70715841,2s2.2p.3p       | 3P   | 1,2s2.2p.3d            | 3D*     | 1,3 - 3,,"T6070n,T4828n",L12175c183
C I,,1443.834,6926.01,,230000.0,0.009,D,10.022216175   -     10.880931,2s2.2p.4p       | 3D   | 3,2s2.2p.6d            | 3F*     | 4,7 - 9,,T5520LS,
C I,,1443.883,6925.77,,190000.0,0.01,D,10.01574721    -     10.874433,2s2.2p.4p       | 3D   | 1,2s2.2p.6d            | 3F*     | 2,3 - 5,,T5520LS,
C I,1444.62,1444.61985,6922.2356,260000,2800000.0,0.087,B,8.850662829   -      9.708910751,2s2.2p.3p       | 3P   | 2,2s2.2p.3d            | 3D*     | 2,5 - 5,,"T6070n,T4828n",L12175c183
C I,,1445.267,6919.138,,460000.0,0.01,D,10.022216175   -     10.880080,2s2.2p.4p       | 3D   | 3,2s2.2p.7s            | 3P*     | 2,7 - 5,,T5520LS,
C I,,1445.652,6917.294,,410000.0,0.008,D,10.018083033   -     10.8757182,2s2.2p.4p       | 3D   | 2,2s2.2p.7s            | 3P*     | 1,5 - 3,,T5520LS,
C I,,1446.732,6912.13,,200000.0,0.009,D,10.018083033   -     10.875078,2s2.2p.4p       | 3D   | 2,2s2.2p.6d            | 3F*     | 3,5 - 7,,T5520LS,
C I,,1447.14387,6910.163,,3900.0,0.0002,D,9.70715841    -     10.56390942,2s2.2p.3d       | 3D*  | 1,2s2.2p.5p            | 3P      | 2,3 - 5,,T5520LS,
C I,1447.568,1447.57547,6908.14,150000bl,280000.0,0.0052,B,8.850662829   -      9.70715841,2s2.2p.3p       | 3P   | 2,2s2.2p.3d            | 3D*     | 1,5 - 3,,"T6070n,T4828n",L9405c186
C I,,1447.821,6906.93,,35000.0,0.0011,D,10.018083033   -     10.874433,2s2.2p.4p       | 3D   | 2,2s2.2p.6d            | 3F*     | 2,5 - 5,,T5520LS,
C III,,1448.01,6906.0,,2780000.0,0.0624,B,44.525447      -     45.3817,1s2.2s.6f       | 1F*  | 3,1s2.2s.7d            | 1D      | 2,7 - 5,,T5633,
C I,,1450.10984,6896.0293,,60000.0,0.0018,D,9.708910751   -     10.56390942,2s2.2p.3d       | 3D*  | 2,2s2.2p.5p            | 3P      | 2,5 - 5,,T5520LS,
C I,,1450.23076,6895.4544,,100000.0,0.0031,D,9.70715841    -     10.56208579,2s2.2p.3d       | 3D*  | 1,2s2.2p.5p            | 3P      | 1,3 - 3,,T5520LS,
C I,1452.34642,1452.34643,6885.4096,68000,330000.0,0.007,D,9.710227435   -     10.56390942,2s2.2p.3d       | 3D*  | 3,2s2.2p.5p            | 3P      | 2,7 - 5,,T5520LS,L12175c183
C I,1453.20942,1453.2094,6881.3207,63000,290000.0,0.006,D,9.708910751   -     10.56208579,2s2.2p.3d       | 3D*  | 2,2s2.2p.5p            | 3P      | 1,5 - 3,,T5520LS,L12175c183
C I,,1453.743,6878.8,,25000.0,0.0008,D,10.022216175   -     10.875078,2s2.2p.4p       | 3D   | 3,2s2.2p.6d            | 3F*     | 3,7 - 7,,T5520LS,
C I,,1454.303,6876.15,,390000.0,0.0041,D,9.70715841    -     10.559692,2s2.2p.3d       | 3D*  | 1,2s2.2p.5p            | 3P      | 0,3 - 1,,T5520LS,
C I,1454.647015,1454.647022,6874.52,9500000,8600000.0,0.27,B,7.68476777    -      8.53709962,2s2.2p.3s       | 1P*  | 1,2s2.2p.3p            | 1P      | 1,3 - 3,,"T5520,T6070,T4828,u24",L12175c183
C I,,1454.843,6873.6,,1000.0,2.2e-05,D,10.022216175   -     10.874433,2s2.2p.4p       | 3D   | 3,2s2.2p.6d            | 3F*     | 2,7 - 5,,T5520LS,
C I,1455.559,1455.5646,6870.22,2700bl,520000.0,0.0118,B,9.73643528    -     10.5882298,2s2.2p.3d       | 1F*  | 3,2s2.2p.5p            | 1D      | 2,7 - 5,,T5520,L9405c186
C I,,1455.791,6869.12,,83000.0,0.0016,C,10.13817190    -     10.989834,2s2.2p.4p       | 1D   | 2,2s2.2p.(2P*<3/2>).7d | 2[3/2]* | 1,5 - 3,,T5520,
C I,,1460.889,6845.15,,130000.0,0.0024,C,10.13817190    -     10.986862,2s2.2p.4p       | 1D   | 2,2s2.2p.(2P*<3/2>).8s | 2[3/2]* | 1,5 - 3,,T5520,
C I,,1462.6523,6836.8951,,5000.0,0.00024,D,9.689130559   -     10.53679751,2s2.2p.4s       | 3P*  | 2,2s2.2p.5p            | 3D      | 3,5 - 7,,T5520LS,
C I,1463.2396,1463.23859,6834.151,24000bl,210000.0,0.011,C,8.848124381   -      9.69545167,2s2.2p.3p       | 3P   | 1,2s2.2p.3d            | 3F*     | 2,3 - 5,,T6070,L12175c183
C I,,1463.35,6833.637,,4100.0,0.00022,D,9.685245529   -     10.532508,2s2.2p.4s       | 3P*  | 1,2s2.2p.5p            | 3D      | 2,3 - 5,,T5520LS,
C I,,1464.051,6830.361,,3000.0,0.00029,D,9.68378589    -     10.5306428,2s2.2p.4s       | 3P*  | 0,2s2.2p.5p            | 3D      | 1,1 - 3,,T5520LS,
C I,1464.0991,1464.10093,6830.139,100000,480000.0,0.022,C,8.850662829   -      9.697491047,2s2.2p.3p       | 3P   | 2,2s2.2p.3d            | 3F*     | 3,5 - 7,,T6070,L9405c186
C I,,1466.579,6818.589,,2200.0,7e-05,D,9.685245529   -     10.5306428,2s2.2p.4s       | 3P*  | 1,2s2.2p.5p            | 3D      | 1,3 - 3,,T5520LS,
C I,,1467.63537,6813.68152,,44000.0,0.0014,C,8.850662829   -      9.69545167,2s2.2p.3p       | 3P   | 2,2s2.2p.3d            | 3F*     | 2,5 - 5,,T6070,
C I,,1470.091,6802.302,,1300.0,4.3e-05,D,9.689130559   -     10.532508,2s2.2p.4s       | 3P*  | 2,2s2.2p.5p            | 3D      | 2,5 - 5,,T5520LS,
C III,,1473.19,6788.0,,3920000.0,0.0765,C+,44.491732      -     45.3333,1s2.2s.6f       | 3F*  | 2,1s2.2s.7d            | 3D      | 1,5 - 3,,T5633LS,
C III,,1473.19,6788.0,,437000.0,0.0142,C+,44.491732      -     45.3333,1s2.2s.6f       | 3F*  | 2,1s2.2s.7d            | 3D      | 2,5 - 5,,T5633LS,
C III,,1473.19,6788.0,,8800.0,0.000401,C+,44.491732      -     45.3333,1s2.2s.6f       | 3F*  | 2,1s2.2s.7d            | 3D      | 3,5 - 7,,T5633LS,
C III,,1473.26,6788.0,,3480000.0,0.0809,C+,44.491769      -     45.3333,1s2.2s.6f       | 3F*  | 3,1s2.2s.7d            | 3D      | 2,7 - 5,,T5633LS,
C III,,1473.26,6788.0,,312000.0,0.0102,C+,44.491769      -     45.3333,1s2.2s.6f       | 3F*  | 3,1s2.2s.7d            | 3D      | 3,7 - 7,,T5633LS,
C I,,1473.35,6787.254,,150.0,2.9e-06,D,9.689130559   -     10.5306428,2s2.2p.4s       | 3P*  | 2,2s2.2p.5p            | 3D      | 1,5 - 3,,T5520LS,
C III,,1473.35,6787.0,,3600000.0,0.0911,C+,44.491821      -     45.3333,1s2.2s.6f       | 3F*  | 4,1s2.2s.7d            | 3D      | 3,9 - 7,,T5633LS,
C I,,1473.6413,6785.9119,,600.0,2.8e-05,D,9.69545167    -     10.53679751,2s2.2p.3d       | 3F*  | 2,2s2.2p.5p            | 3D      | 3,5 - 7,,T5520LS,
C I,1474.2353,1474.23648,6783.178,34000bl,231000.0,0.0125,B,8.848124381   -      9.689130559,2s2.2p.3p       | 3P   | 1,2s2.2p.4s            | 3P*     | 2,3 - 5,,"T6070n,T4828n",L12175c183
C I,,1477.222,6769.4632,,21000.0,0.0007,D,9.697491047   -     10.53679751,2s2.2p.3d       | 3F*  | 3,2s2.2p.5p            | 3D      | 3,7 - 7,,T5520LS,
C I,1478.3631,1478.36489,6764.238,15000p,380000.0,0.038,B,8.84658790    -      9.685245529,2s2.2p.3p       | 3P   | 0,2s2.2p.4s            | 3P*     | 1,1 - 3,,"T6070n,T4828n",L12175c183
C I,1478.69964,1478.6997,6762.6986,130000,1380000.0,0.045,B,8.850662829   -      9.689130559,2s2.2p.3p       | 3P   | 2,2s2.2p.4s            | 3P*     | 2,5 - 5,,"T6070n,T4828n",L12175c183
C I,1481.07801,1481.07832,6751.8388,15000,390000.0,0.0129,B,8.848124381   -      9.685245529,2s2.2p.3p       | 3P   | 1,2s2.2p.4s            | 3P*     | 1,3 - 3,,"T6070n,T4828n",L12175c183
C I,,1481.192,6751.319,,30000.0,0.001,D,9.69545167    -     10.532508,2s2.2p.3d       | 3F*  | 2,2s2.2p.5p            | 3D      | 2,5 - 5,,T5520LS,
C I,1483.6646,1483.6653,6740.0678,13000p,1330000.0,0.0146,B,8.848124381   -      9.68378589,2s2.2p.3p       | 3P   | 1,2s2.2p.4s            | 3P*     | 0,3 - 1,,"T6070n,T4828n",L12175c183
C I,,1483.7,6740.0,,97000.0,0.0011,C,10.055746371   -     10.89140,2s2.2p.4p       | 3S   | 1,2s2.2p.6d            | 3P*     | 0,3 - 1,,T5520LS,
C I,,1483.929,6738.87,,97000.0,0.0032,C,10.055746371   -     10.891259,2s2.2p.4p       | 3S   | 1,2s2.2p.6d            | 3P*     | 1,3 - 3,,T5520LS,
C I,,1484.501,6736.271,,260000.0,0.005,D,9.69545167    -     10.5306428,2s2.2p.3d       | 3F*  | 2,2s2.2p.5p            | 3D      | 1,5 - 3,,T5520LS,
C I,1484.7729,1484.7729,6735.0366,12000,240000.0,0.006,D,9.701759406   -     10.53679751,2s2.2p.3d       | 3F*  | 4,2s2.2p.5p            | 3D      | 3,9 - 7,,T5520LS,L12175c183
C I,,1484.81,6734.87,,230000.0,0.006,D,9.697491047   -     10.532508,2s2.2p.3d       | 3F*  | 3,2s2.2p.5p            | 3D      | 2,7 - 5,,T5520LS,
C I,1485.58293,1485.58313,6731.3644,31000,640000.0,0.0127,B,8.850662829   -      9.685245529,2s2.2p.3p       | 3P   | 2,2s2.2p.4s            | 3P*     | 1,5 - 3,,"T6070n,T4828n",L12175c183
C I,,1486.158,6728.76,,42000.0,0.0014,C,10.13817190    -     10.972432,2s2.2p.4p       | 1D   | 2,2s2.2p.(2P*<1/2>).7d | 2[5/2]* | 2,5 - 5,,T5520,
C I,,1486.435,6727.504,,96000.0,0.0053,C,10.055746371   -     10.889851,2s2.2p.4p       | 3S   | 1,2s2.2p.6d            | 3P*     | 2,3 - 5,,T5520LS,
C I,,1497.5985,6677.357,,4600.0,0.00021,D,9.708910751   -     10.53679751,2s2.2p.3d       | 3D*  | 2,2s2.2p.5p            | 3D      | 3,5 - 7,,T5520LS,
C I,,1499.9841,6666.7373,,36000.0,0.0012,D,9.710227435   -     10.53679751,2s2.2p.3d       | 3D*  | 3,2s2.2p.5p            | 3D      | 3,7 - 7,,T5520LS,
C IV,,1500.4,6664.9,,2850000.0,0.192,B,[60.95693]      -    [61.78327],1s2.8s          | 2S   | 1/2,1s2.9p               | 2P*     | 3/2,2 - 4,,T3225LS,
C IV,,1500.65,6663.8,,2850000.0,0.0962,B,[60.95693]      -    [61.78314],1s2.8s          | 2S   | 1/2,1s2.9p               | 2P*     | 1/2,2 - 2,,T3225LS,
C I,,1502.201,6656.897,,6000.0,0.00034,D,9.70715841    -     10.532508,2s2.2p.3d       | 3D*  | 1,2s2.2p.5p            | 3D      | 2,3 - 5,,T5520LS,
C I,,1504.054,6648.699,,170000.0,0.0095,C,10.055746371   -     10.880080,2s2.2p.4p       | 3S   | 1,2s2.2p.7s            | 3P*     | 2,3 - 5,,T5520LS,
C I,,1505.398,6642.764,,28000.0,0.001,D,9.708910751   -     10.532508,2s2.2p.3d       | 3D*  | 2,2s2.2p.5p            | 3D      | 2,5 - 5,,T5520LS,
C I,,1505.605,6641.849,,30000.0,0.001,D,9.70715841    -     10.5306428,2s2.2p.3d       | 3D*  | 1,2s2.2p.5p            | 3D      | 1,3 - 3,,T5520LS,
C I,,1507.808,6632.144,,6000.0,0.00015,D,9.710227435   -     10.532508,2s2.2p.3d       | 3D*  | 3,2s2.2p.5p            | 3D      | 2,7 - 5,,T5520LS,
C I,,1508.815,6627.716,,10000.0,0.0002,D,9.708910751   -     10.5306428,2s2.2p.3d       | 3D*  | 2,2s2.2p.5p            | 3D      | 1,5 - 3,,T5520LS,
C I,,1512.054,6613.519,,170000.0,0.0057,C,10.055746371   -     10.8757182,2s2.2p.4p       | 3S   | 1,2s2.2p.7s            | 3P*     | 1,3 - 3,,T5520LS,
C I,,1513.701,6606.326,,170000.0,0.0019,C,10.055746371   -     10.874826,2s2.2p.4p       | 3S   | 1,2s2.2p.7s            | 3P*     | 0,3 - 1,,T5520LS,
C III,,1523.55,6564.0,,3280000.0,0.342,B,44.268481      -     45.0823,1s2.2s.6p       | 3P*  | 0,1s2.2s.7s            | 3S      | 1,1 - 3,,T5633LS,
C III,,1523.73,6563.0,,9840000.0,0.343,B,44.268579      -     45.0823,1s2.2s.6p       | 3P*  | 1,1s2.2s.7s            | 3S      | 1,3 - 3,,T5633LS,
C III,,1523.98,6562.0,,16400000.0,0.343,B,44.268711      -     45.0823,1s2.2s.6p       | 3P*  | 2,1s2.2s.7s            | 3S      | 1,5 - 3,,T5633LS,
C I,,1530.719,6532.88,,90000.0,0.009,D,10.08128590    -     10.891259,2s2.2p.4p       | 3P   | 0,2s2.2p.6d            | 3P*     | 1,1 - 3,,T5520LS,
C I,,1533.9,6519.3,,270000.0,0.0031,D,10.083115460   -     10.89140,2s2.2p.4p       | 3P   | 1,2s2.2p.6d            | 3P*     | 0,3 - 1,,T5520LS,
C I,,1534.185,6518.12,,70000.0,0.0023,D,10.083115460   -     10.891259,2s2.2p.4p       | 3P   | 1,2s2.2p.6d            | 3P*     | 1,3 - 3,,T5520LS,
C I,1534.718,1534.71466,6515.85,5700bl,,,,9.33030708    -     10.13817190,2s.2p3          | 3P*  | 1,2s2.2p.4p            | 1D      | 2,3 - 5,,,L9405c186
