v	1-F	EW0	WLobs	WLvald	ID	Trans	cp	M
 6637.41	 0.154	   4	1506.61	1506.61	CN  	CN2-3Q_{21}17.5  	Q6 	B
 6637.34	 0.219	  32	1506.63	1506.62	CN  	CN1-2R_{1}46.5   	Q6 	A
 6637.27	 0.171	  62	1506.64	1506.64	CN  	CN0-1P_{2}41.5   	Q6 	A
 6637.30	 0.213	  16	1506.64	1506.63	FeI 	                 	Q6 	B
 6637.12	 0.027	   7	1506.68	1506.68	FeI 	                 	Q6 	B
 6636.79	 0.138	  37	1506.75	1506.76	CN  	CN1-2P_{2}26.5   	T  	A
 6636.75	 0.119	  20	1506.76	1506.76	MgI 	                 	T  	B
 6636.71	 0.076	  11	1506.77	1506.76	MgI 	                 	T  	B
 6635.90	 0.013	   4	1506.95	1506.96	CN  	CN2-3Q_{2}3.5    	X  	B
 6635.28	 0.132	  14	1507.10	1507.11	FeI 	                 	T  	A
 6635.24	 0.166	  29	1507.10	1507.12	CaI 	                 	T  	B
 6635.20	 0.162	  30	1507.11	1507.12	CN  	CN1-2R_{2}46.5   	T  	A
 6633.29	 0.013	   4	1507.55	1507.55	CN  	CN1-2P_{12}19.5  	S  	B
 6633.03	 0.023	   6	1507.61	       	U   	                 	X  	F
 6632.92	 0.032	   6	1507.63	1507.62	CN  	CN2-3Q_{2}4.5    	X  	B
 6632.84	 0.034	   5	1507.65	       	U   	                 	X  	F
 6632.59	 0.055	   8	1507.71	1507.71	CN  	CN1-2Q_{12}25.5  	T  	B
 6632.44	 0.113	  17	1507.74	1507.74	FeI 	                 	T  	B
 6632.40	 0.122	  38	1507.75	1507.75	CN  	CN1-2P_{1}26.5   	T  	A
 6631.11	 0.117	  56	1508.04	1508.04	CN  	CN0-1R_{1}62.5   	D  	A
 6631.04	 0.070	  13	1508.06	1508.06	CN  	CN2-3R_{2}18.5   	D  	B
 6630.89	 0.039	   4	1508.09	1508.09	CN  	CN2-3Q_{21}19.5  	Q4 	B
 6630.74	 0.343	  46	1508.13	1508.14	FeI 	                 	Q4 	B
 6630.71	 0.365	  67	1508.13	1508.14	FeI 	                 	Q4 	A
 6630.67	 0.316	  59	1508.14	1508.14	FeI 	                 	Q4 	B
 6630.26	 0.102	  43	1508.24	1508.23	CN  	CN1-2Q_{2}35.5   	S  	A
 6629.86	 0.044	   7	1508.33	1508.33	CN  	CN2-3Q_{2}5.5    	Q5 	B
 6629.68	 0.186	  68	1508.37	1508.37	CN  	CN1-2Q_{1}35.5   	Q5 	A
 6629.42	 0.219	  86	1508.43	1508.43	CN  	CN0-1Q_{1}51.5   	Q5 	A
 6629.38	 0.188	  21	1508.44	1508.43	FeI 	                 	Q5 	B
 6629.34	 0.122	   3	1508.44	1508.44	FeI 	                 	Q5 	B
 6627.61	 0.033	  10	1508.84	1508.84	FeI 	                 	X  	B
 6627.36	 0.041	  21	1508.90	1508.90	CN  	CN2-3R_{2}19.5   	X  	B
 6627.21	 0.012	   4	1508.93	1508.93	CN  	CN2-3Q_{21}20.5  	X  	B
 6626.47	 0.017	   9	1509.10	1509.10	CN  	CN2-3Q_{2}6.5    	X  	B
 6626.43	 0.013	   3	1509.11	1509.11	CN  	CN2-3P_{21}7.5   	X  	B
 6626.21	 0.014	   5	1509.16	1509.16	CN  	CN0-1Q_{12}41.5  	X  	B
 6625.96	 0.182	  80	1509.22	1509.22	CN  	CN0-1P_{1}42.5   	X  	A
 6625.92	 0.183	   2	1509.22	1509.23	TiI 	                 	X  	A
 6625.63	 0.095	  47	1509.29	       	U   	                 	X  	F
 6625.15	 0.100	  41	1509.40	1509.41	CN  	CN1-2R_{1}47.5   	S  	A
 6624.26	 0.034	  13	1509.60	1509.60	SiI 	                 	D  	B
 6624.19	 0.024	   4	1509.62	1509.62	CN  	CN0-1P_{12}34.5  	D  	B
 6623.90	 0.125	  38	1509.69	1509.69	CN  	CN1-2P_{2}27.5   	D  	A
 6623.82	 0.064	  15	1509.70	1509.70	FeI 	                 	D  	B
 6623.38	 0.038	  13	1509.80	1509.81	CN  	CN2-3R_{2}20.5   	Q8 	B
 6623.23	 0.051	   3	1509.84	1509.84	CN  	CN2-3Q_{21}21.5  	Q8 	B
 6623.09	 0.296	 256	1509.87	1509.88	FeI 	                 	Q8 	A
 6622.90	 0.148	  10	1509.91	1509.93	CN  	CN2-3Q_{2}7.5    	Q8 	B
 6622.86	 0.156	  55	1509.92	1509.93	FeI 	                 	Q8 	B
 6622.83	 0.144	   3	1509.93	1509.94	CN  	CN2-3P_{21}8.5   	Q8 	B
 6622.61	 0.251	   4	1509.98	1509.98	FeI 	                 	Q8 	A
 6622.57	 0.289	  30	1509.99	1510.02	CN  	CN1-2R_{2}47.5   	Q8 	A
 6621.80	 0.028	   6	1510.16	1510.18	NiI 	                 	Q8 	B
 6621.72	 0.058	  10	1510.18	1510.19	CN  	CN2-3R_{1}11.5   	Q8 	B
 6621.69	 0.093	  11	1510.19	1510.20	CN  	CN2-3R_{1}12.5   	Q8 	B
 6621.65	 0.106	  30	1510.20	1510.21	CN  	CN0-1R_{2}62.5   	Q8 	A
 6621.36	 0.223	  78	1510.26	1510.27	CN  	CN0-1Q_{2}51.5   	Q8 	A
 6621.39	 0.199	   8	1510.26	1510.26	CN  	CN2-3R_{1}10.5   	Q8 	B
 6621.25	 0.109	  10	1510.29	1510.29	CN  	CN2-3R_{1}13.5   	Q8 	B
 6621.10	 0.059	  23	1510.32	1510.32	FeI 	                 	Q8 	A
 6620.62	 0.025	   8	1510.43	1510.43	CN  	CN2-3R_{1}9.5    	Q4 	B
 6620.55	 0.039	   7	1510.45	1510.45	CN  	CN1-2Q_{12}26.5  	Q4 	B
 6620.47	 0.072	  12	1510.47	1510.47	CN  	CN2-3R_{1}14.5   	Q4 	B
 6620.36	 0.117	  40	1510.49	1510.50	CN  	CN1-2P_{1}27.5   	Q4 	A
 6619.66	 0.169	  67	1510.65	1510.66	CN  	CN0-1P_{2}42.5   	T  	B
 6619.52	 0.051	   8	1510.68	1510.68	CN  	CN2-3R_{1}8.5    	T  	B
 6619.30	 0.027	  13	1510.73	1510.74	CN  	CN2-3R_{1}15.5   	T  	B
 6619.04	 0.047	  15	1510.79	1510.79	CN  	CN2-3R_{2}21.5   	T  	B
 6618.93	 0.047	  12	1510.82	1510.82	CN  	CN2-3Q_{2}8.5    	T  	B
 6618.89	 0.038	   4	1510.83	1510.83	CN  	CN2-3Q_{21}22.5  	T  	B
 6618.12	 0.027	   3	1511.00	1511.00	CN  	CN1-2R_{12}35.5  	X  	B
 6618.01	 0.141	   7	1511.03	1511.03	CN  	CN2-3R_{1}7.5    	X  	B
 6617.94	 0.259	  69	1511.05	1511.06	CN  	CN1-2Q_{1}36.5   	X  	A
 6617.90	 0.269	  66	1511.05	1511.06	CN  	CN1-2Q_{2}36.5   	X  	A
 6617.75	 0.070	  13	1511.09	1511.09	CN  	CN2-3R_{1}16.5   	X  	B
 6616.10	 0.010	   2	1511.46	1511.47	CN  	CN2-3R_{1}6.5    	X  	B
 6615.84	 0.031	   9	1511.52	1511.53	CN  	CN2-3R_{1}17.5   	X  	B
 6615.47	 0.035	   4	1511.61	1511.61	FeI 	                 	D  	B
 6615.33	 0.081	  35	1511.64	1511.65	FeI 	                 	D  	A
 6614.78	 0.043	  12	1511.77	1511.77	CN  	CN2-3Q_{2}9.5    	D  	B
 6614.74	 0.040	   4	1511.78	1511.78	FeI 	                 	D  	B
 6614.41	 0.036	  14	1511.85	1511.85	CN  	CN2-3R_{2}22.5   	T  	B
 6614.22	 0.013	   4	1511.89	1511.89	CN  	CN2-3Q_{21}23.5  	T  	B
 6614.00	 0.007	   2	1511.94	1511.96	FeII	                 	T  	B
 6613.75	 0.017	   9	1512.00	1512.00	CN  	CN2-3R_{1}5.5    	T  	B
 6613.56	 0.119	  22	1512.04	1512.05	CN  	CN2-3R_{1}18.5   	T  	B
 6613.53	 0.121	  52	1512.05	1512.05	CN  	CN0-1R_{1}63.5   	T  	A
 6613.16	 0.056	  22	1512.14	1512.14	TiI 	                 	S  	A
 6612.79	 0.090	  10	1512.22	1512.22	FeI 	                 	T  	A
 6612.57	 0.073	  30	1512.27	1512.28	CN  	CN1-2R_{1}48.5   	T  	A
 6612.35	 0.134	  84	1512.32	1512.33	CN  	CN0-1Q_{1}52.5   	T  	A
 6611.91	 0.020	   7	1512.42	1512.42	FeI 	                 	D  	B
 6611.76	 0.115	  44	1512.46	1512.46	FeI 	                 	D  	A
 6611.03	 0.144	   4	1512.62	1512.63	CN  	CN2-3R_{1}4.5    	Q6 	B
 6610.99	 0.225	   3	1512.63	1512.64	CN  	CN2-3P_{2}5.5    	Q6 	B
 6610.95	 0.289	  13	1512.64	1512.65	CN  	CN2-3R_{1}19.5   	Q6 	B
 6610.92	 0.307	 131	1512.65	1512.65	FeI 	                 	Q6 	A
 6610.84	 0.210	  33	1512.67	1512.67	SiI 	                 	Q6 	B
 6610.70	 0.100	  21	1512.70	1512.70	CN  	CN1-2P_{2}28.5   	Q6 	A
 6610.37	 0.015	   3	1512.78	1512.78	CN  	CN2-3Q_{2}10.5   	X  	B
 6609.49	 0.077	  14	1512.98	1512.98	CN  	CN2-3R_{2}23.5   	T  	B
 6609.41	 0.106	  31	1512.99	1513.00	CN  	CN1-2R_{2}48.5   	T  	A
 6609.30	 0.040	   3	1513.02	1513.02	CN  	CN2-3Q_{21}24.5  	T  	B
 6608.53	 0.154	  60	1513.20	1513.20	CN  	CN0-1P_{1}43.5   	S  	A
 6608.13	 0.016	   7	1513.29	1513.29	CN  	CN1-2Q_{12}27.5  	X  	B
 6607.94	 0.135	  39	1513.33	1513.33	CN  	CN1-2P_{1}28.5   	X  	A
 6607.91	 0.110	  13	1513.34	1513.33	CN  	CN2-3R_{1}20.5   	X  	B
 6607.87	 0.077	   3	1513.35	1513.35	CN  	CN2-3R_{1}3.5    	X  	B
 6607.72	 0.023	   6	1513.38	1513.38	OH  	OH2-0P_{2f}7.5   	X  	A
 6607.21	 0.024	   6	1513.50	1513.51	OH  	OH2-0P_{2e}7.5   	X  	A
 6606.84	 0.016	   5	1513.58	1513.58	FeI 	                 	X  	B
 6605.81	 0.176	  61	1513.82	1513.82	CN  	CN1-2Q_{1}37.5   	X  	A
 6605.78	 0.169	   4	1513.83	1513.83	CN  	CN0-1P_{12}35.5  	X  	B
 6605.74	 0.130	  13	1513.83	1513.86	CN  	CN2-3Q_{2}11.5   	X  	B
 6605.37	 0.070	   7	1513.92	1513.92	FeII	                 	Q4 	B
 6605.23	 0.245	  19	1513.95	1513.94	MgI 	                 	Q4 	B
 6605.19	 0.230	 101	1513.96	1513.96	CN  	CN1-2Q_{2}37.5   	Q4 	A
 6604.93	 0.223	  99	1514.02	1514.03	FeI 	                 	Q4 	A
 6604.57	 0.089	  14	1514.10	1514.10	CN  	CN2-3R_{1}21.5   	X  	B
 6604.53	 0.089	  21	1514.11	1514.12	MgI 	                 	X  	B
 6604.49	 0.065	  18	1514.12	1514.12	FeI 	                 	X  	A
 6604.27	 0.001	   4	1514.17	1514.17	CN  	CN2-3R_{1}2.5    	X  	B
 6604.20	 0.039	  11	1514.19	1514.19	CN  	CN2-3R_{2}24.5   	X  	B
 6604.16	 0.035	   4	1514.20	1514.20	CN  	CN2-3P_{2}6.5    	X  	B
 6603.80	 0.200	  80	1514.28	1514.28	CN  	CN0-1Q_{2}52.5   	X  	A
 6603.58	 0.067	  29	1514.33	1514.33	CN  	CN0-1R_{2}63.5   	X  	A
 6601.89	 0.060	  41	1514.72	1514.72	FeI 	                 	T  	A
 6601.71	 0.142	  61	1514.76	1514.77	CN  	CN0-1P_{2}43.5   	T  	A
 6601.49	 0.249	  74	1514.81	1514.82	FeI 	                 	T  	A
 6600.94	 0.066	  23	1514.94	1514.95	CN  	CN2-3R_{1}22.5   	Q4 	A
 6600.75	 0.068	   7	1514.98	1514.99	OH  	OH2-0P_{1e}8.5   	Q4 	A
 6600.72	 0.083	  26	1514.99	1515.00	CN  	CN2-3Q_{2}12.5   	Q4 	B
 6600.61	 0.033	   4	1515.01	1515.02	CN  	CN2-3P_{21}13.5  	Q4 	B
 6599.76	 0.068	   7	1515.21	1515.21	OH  	OH2-0P_{1f}8.5   	D  	A
 6599.69	 0.099	  46	1515.22	1515.24	CN  	CN1-2R_{1}49.5   	D  	A
 6598.70	 0.027	   6	1515.45	1515.47	SiI 	                 	X  	B
 6598.63	 0.045	  11	1515.47	1515.47	CN  	CN2-3R_{2}25.5   	X  	B
 6597.23	 0.139	  39	1515.79	1515.79	CN  	CN1-2P_{2}29.5   	Q4 	A
 6597.12	 0.056	   4	1515.81	1515.82	CN  	CN2-3P_{2}7.5    	Q4 	B
 6597.09	 0.034	  26	1515.82	1515.82	TiI 	                 	Q4 	B
 6596.87	 0.053	  14	1515.87	1515.88	CN  	CN2-3R_{1}23.5   	Q4 	B
 6596.24	 0.155	  35	1516.01	       	U   	                 	X  	F
 6595.99	 0.077	  28	1516.07	1516.08	CN  	CN1-2R_{2}49.5   	S  	A
 6595.66	 0.078	  27	1516.15	1516.16	CN  	CN0-1R_{1}64.5   	S  	A
 6595.40	 0.052	   7	1516.21	1516.21	CN  	CN1-2Q_{12}28.5  	Q4 	B
 6595.36	 0.053	  18	1516.22	1516.21	CN  	CN2-3Q_{2}13.5   	Q4 	B
 6595.33	 0.033	   3	1516.23	1516.23	CN  	CN2-3P_{21}14.5  	Q4 	B
 6595.22	 0.048	  40	1516.25	1516.25	CN  	CN1-2P_{1}29.5   	Q4 	A
 6594.92	 0.394	  82	1516.32	1516.32	CN  	CN0-1Q_{1}53.5   	T  	B
 6594.89	 0.382	 128	1516.33	1516.33	MnI 	                 	T  	A
 6594.63	 0.147	  67	1516.39	1516.39	FeI 	                 	T  	A
 6594.30	 0.175	  79	1516.46	1516.46	FeI 	                 	T  	A
 6594.23	 0.129	   9	1516.48	1516.48	FeI 	                 	T  	B
 6594.12	 0.069	  19	1516.50	1516.50	FeI 	                 	T  	B
 6593.35	 0.203	  67	1516.68	1516.68	CN  	CN1-2Q_{1}38.5   	X  	A
 6593.28	 0.228	   4	1516.70	1516.70	CN  	CN2-3Q_{1}3.5    	X  	B
 6593.20	 0.270	  88	1516.71	1516.72	KI  	                 	X  	A
 6593.17	 0.220	  18	1516.72	1516.72	KI  	                 	X  	B
 6593.13	 0.144	   6	1516.73	1516.72	CN  	CN2-3Q_{1}4.5    	X  	B
 6592.73	 0.036	  14	1516.82	1516.83	CN  	CN2-3R_{2}26.5   	X  	B
 6592.69	 0.037	   3	1516.83	1516.83	CN  	CN2-3R_{12}4.5   	X  	B
 6592.65	 0.029	   7	1516.84	1516.84	CN  	CN2-3Q_{1}5.5    	X  	B
 6592.47	 0.049	  15	1516.88	1516.89	CN  	CN2-3R_{1}24.5   	X  	B
 6592.43	 0.042	   4	1516.89	1516.90	CN  	CN1-2P_{12}22.5  	X  	B
 6592.18	 0.178	  76	1516.95	1516.96	CN  	CN1-2Q_{2}38.5   	S  	A
 6591.74	 0.023	   3	1517.05	1517.05	CN  	CN2-3R_{12}5.5   	D  	B
 6591.70	 0.017	   8	1517.06	1517.06	CN  	CN2-3Q_{1}6.5    	D  	B
 6591.04	 0.008	   6	1517.21	1517.21	CN  	CN0-1Q_{12}43.5  	Q4 	B
 6590.82	 0.267	  71	1517.26	1517.25	KI  	                 	Q4 	A
 6590.75	 0.239	  62	1517.28	1517.28	CN  	CN0-1P_{1}44.5   	Q4 	A
 6590.68	 0.088	  23	1517.30	1517.30	FeI 	                 	Q4 	B
 6590.38	 0.032	  13	1517.36	1517.37	CN  	CN2-3Q_{1}7.5    	D  	B
 6590.20	 0.027	   9	1517.40	1517.42	NiI 	                 	D  	E
 6589.87	 0.042	  11	1517.48	1517.48	CN  	CN2-3Q_{2}14.5   	X  	B
 6588.77	 0.015	   4	1517.73	1517.74	FeI 	                 	X  	B
 6588.70	 0.066	   3	1517.75	1517.76	CN  	CN2-3R_{12}7.5   	X  	B
 6588.66	 0.100	  11	1517.76	1517.77	CN  	CN2-3Q_{1}8.5    	X  	B
 6588.63	 0.107	  26	1517.77	1517.77	NiI 	                 	X  	A
 6587.71	 0.041	  17	1517.98	1517.98	CN  	CN2-3R_{1}25.5   	S  	B
 6587.23	 0.153	  79	1518.09	1518.09	FeI 	                 	D  	A
 6587.01	 0.012	   5	1518.14	1518.14	CN  	CN0-1P_{12}36.5  	D  	B
 6586.58	 0.249	  93	1518.24	1518.27	CrI 	                 	X  	A
 6586.54	 0.228	   3	1518.25	1518.25	CN  	CN2-3R_{12}8.5   	X  	B
 6586.50	 0.207	  14	1518.26	1518.26	CN  	CN2-3Q_{1}9.5    	X  	B
 6586.47	 0.188	  12	1518.26	1518.27	CN  	CN2-3R_{2}27.5   	X  	B
 6586.36	 0.076	  30	1518.29	1518.29	CN  	CN1-2R_{1}50.5   	X  	A
 6586.32	 0.030	   9	1518.30	1518.30	FeI 	                 	X  	B
 6585.95	 0.210	   7	1518.38	1518.39	FeI 	                 	T  	B
 6585.92	 0.220	  79	1518.39	1518.39	CN  	CN0-1Q_{2}53.5   	T  	A
 6585.77	 0.025	   3	1518.43	1518.43	FeI 	                 	T  	B
 6585.30	 0.086	  35	1518.53	1518.54	CN  	CN0-1R_{2}64.5   	S  	A
 6584.56	 0.115	  47	1518.70	1518.71	FeI 	                 	S  	B
 6584.01	 0.034	   5	1518.83	1518.83	CN  	CN2-3Q_{2}15.5   	T  	B
 6583.98	 0.062	   2	1518.84	1518.83	CN  	CN2-3R_{12}9.5   	T  	B
 6583.94	 0.082	  19	1518.85	1518.85	CN  	CN2-3Q_{1}10.5   	T  	B
 6583.47	 0.161	  31	1518.96	1518.97	CN  	CN1-2P_{2}30.5   	D  	A
 6583.43	 0.206	  47	1518.97	1518.97	CN  	CN0-1P_{2}44.5   	D  	A
 6582.59	 0.015	   3	1519.16	1519.16	CN  	CN2-3R_{1}26.5   	X  	B
 6582.37	 0.066	   7	1519.21	1519.21	CN  	CN1-2Q_{12}29.5  	Q5 	B
 6582.33	 0.091	  16	1519.22	1519.22	TiI 	                 	Q5 	B
 6582.26	 0.142	  28	1519.24	1519.24	CN  	CN1-2R_{2}50.5   	Q5 	A
 6582.22	 0.159	   6	1519.24	1519.24	CN  	CN2-3P_{2}9.5    	Q5 	B
 6582.19	 0.164	  41	1519.25	1519.26	CN  	CN1-2P_{1}30.5   	Q5 	A
 6581.02	 0.045	  16	1519.52	1519.53	CN  	CN2-3Q_{1}11.5   	S  	B
 6580.58	 0.180	  71	1519.62	1519.62	CN  	CN1-2Q_{1}39.5   	S  	A
 6579.96	 0.039	  13	1519.77	1519.77	CN  	CN2-3R_{2}28.5   	X  	B
 6579.55	 0.271	 107	1519.86	1519.86	FeI 	                 	S  	A
 6578.79	 0.169	  68	1520.04	1520.04	CN  	CN1-2Q_{2}39.5   	D  	A
 6578.57	 0.019	   4	1520.09	1520.09	CN  	CN2-3P_{1}4.5    	D  	B
 6578.17	 0.029	   3	1520.18	1520.18	FeI 	                 	Q5 	A
 6578.09	 0.020	   4	1520.20	1520.20	CN  	CN1-2P_{12}23.5  	Q5 	B
 6577.91	 0.103	  21	1520.24	1520.24	CN  	CN2-3Q_{2}16.5   	Q5 	B
 6577.69	 0.092	  40	1520.29	1520.30	FeI 	                 	Q5 	A
 6577.65	 0.076	  16	1520.30	1520.30	CN  	CN2-3Q_{1}12.5   	Q5 	B
 6577.40	 0.086	  28	1520.36	1520.36	CN  	CN0-1R_{1}65.5   	Q4 	B
 6577.29	 0.151	   7	1520.38	1520.38	NiI 	                 	Q4 	A
 6577.18	 0.224	  80	1520.41	1520.41	CN  	CN0-1Q_{1}54.5   	Q4 	A
 6577.14	 0.183	  14	1520.42	1520.42	CN  	CN2-3R_{1}27.5   	Q4 	B
 6576.48	 0.145	  58	1520.57	1520.57	FeI 	                 	S  	A
 6575.83	 0.012	   3	1520.72	1520.72	SiI 	                 	X  	B
 6575.39	 0.031	   9	1520.82	1520.83	FeI 	                 	X  	E
 6574.77	 0.011	   4	1520.97	1520.96	CN  	CN2-3P_{1}5.5    	X  	B
 6574.40	 0.012	   3	1521.05	1521.05	CN  	CN2-3P_{2}10.5   	X  	B
 6573.96	 0.400	  18	1521.15	1521.15	CN  	CN2-3Q_{1}13.5   	T  	B
 6573.93	 0.463	 237	1521.16	1521.17	FeI 	                 	T  	A
 6573.67	 0.062	  10	1521.22	1521.23	TiI 	                 	T  	B
 6573.09	 0.050	  16	1521.36	1521.36	CN  	CN2-3R_{2}29.5   	Q4 	B
 6572.98	 0.026	   6	1521.38	1521.38	CN  	CN0-1Q_{12}44.5  	Q4 	B
 6572.80	 0.137	  32	1521.42	1521.42	CN  	CN1-2R_{1}51.5   	Q4 	A
 6572.69	 0.185	  68	1521.45	1521.45	CN  	CN0-1P_{1}45.5   	Q4 	A
 6571.52	 0.133	  27	1521.72	1521.72	FeI 	                 	X  	A
 6571.48	 0.112	  24	1521.73	1521.73	CN  	CN2-3Q_{2}17.5   	X  	B
 6571.33	 0.033	  17	1521.76	1521.76	CN  	CN2-3R_{1}28.5   	X  	B
 6570.60	 0.010	   2	1521.93	1521.93	CN  	CN2-3P_{1}6.5    	X  	B
 6569.95	 0.111	   3	1522.08	1522.07	CN  	CN2-3R_{12}13.5  	Q7 	B
 6569.91	 0.117	  21	1522.09	1522.09	CN  	CN2-3Q_{1}14.5   	Q7 	B
 6569.87	 0.100	   7	1522.10	1522.10	FeI 	                 	Q7 	A
 6569.84	 0.072	   4	1522.11	1522.12	FeI 	                 	Q7 	B
 6569.55	 0.382	 244	1522.18	1522.18	MnI 	                 	Q7 	A
 6569.33	 0.178	  17	1522.23	1522.23	FeI 	                 	Q7 	B
 6569.25	 0.093	  45	1522.24	1522.24	CN  	CN1-2P_{2}31.5   	Q7 	A
 6568.96	 0.035	   6	1522.31	1522.31	CN  	CN1-2Q_{12}30.5  	Q4 	B
 6568.93	 0.048	  41	1522.32	1522.32	FeI 	                 	Q4 	B
 6568.74	 0.390	  41	1522.36	1522.37	CN  	CN1-2P_{1}31.5   	Q4 	B
 6568.71	 0.416	 132	1522.37	1522.38	FeI 	                 	Q4 	A
 6568.20	 0.078	  29	1522.49	1522.49	CN  	CN1-2R_{2}51.5   	S  	A
 6567.98	 0.006	   4	1522.54	1522.54	CN  	CN0-1P_{12}37.5  	T  	B
 6567.76	 0.212	  86	1522.59	1522.60	CN  	CN0-1Q_{2}54.5   	T  	A
 6567.50	 0.191	  74	1522.65	1522.66	CN  	CN1-2Q_{1}40.5   	T  	A
 6566.74	 0.047	   4	1522.83	1522.83	SiI 	                 	Q5 	B
 6566.59	 0.165	  23	1522.86	1522.86	CN  	CN0-1R_{2}65.5   	Q5 	A
 6566.52	 0.242	  11	1522.88	1522.89	FeI 	                 	Q5 	A
 6566.30	 0.046	   8	1522.93	1522.93	CN  	CN2-3P_{2}11.5   	Q5 	B
 6566.26	 0.032	   8	1522.94	1522.94	FeI 	                 	Q5 	B
 6565.97	 0.039	   4	1523.00	1523.00	CN  	CN2-3Q_{12}6.5   	Q4 	B
 6565.93	 0.051	   4	1523.01	1523.01	CN  	CN2-3P_{1}7.5    	Q4 	B
 6565.90	 0.055	  15	1523.02	1523.03	CN  	CN2-3R_{2}30.5   	Q4 	B
 6565.79	 0.033	  11	1523.05	1523.05	FeI 	                 	Q4 	B
 6565.57	 0.029	   3	1523.10	1523.10	CN  	CN2-3R_{12}14.5  	Q7 	B
 6565.50	 0.100	  24	1523.11	1523.13	CN  	CN2-3Q_{1}15.5   	Q7 	B
 6565.20	 0.172	  19	1523.18	1523.18	CN  	CN2-3R_{1}29.5   	Q7 	B
 6565.17	 0.209	  77	1523.19	1523.20	CN  	CN1-2Q_{2}40.5   	Q7 	A
 6564.84	 0.205	  70	1523.27	1523.27	CN  	CN0-1P_{2}45.5   	Q7 	A
 6564.73	 0.117	  26	1523.29	1523.29	CN  	CN2-3Q_{2}18.5   	Q7 	B
 6564.58	 0.044	  20	1523.33	1523.34	FeI 	                 	Q7 	A
 6563.53	 0.198	  98	1523.57	1523.58	MgI 	                 	T  	B
 6563.42	 0.138	  40	1523.60	1523.58	MgI 	                 	T  	B
 6563.27	 0.041	  15	1523.63	1523.59	MgI 	                 	T  	B
 6562.65	 0.045	  16	1523.77	1523.78	FeI 	                 	S  	E
 6561.23	 0.008	   2	1524.10	1524.08	OH  	OH3-1P_{1e}2.5   	D  	A
 6561.19	 0.007	   2	1524.11	1524.11	OH  	OH3-1P_{1f}2.5   	D  	A
 6560.97	 0.042	   4	1524.16	1524.16	CN  	CN2-3Q_{12}7.5   	Q5 	B
 6560.94	 0.062	   5	1524.17	1524.17	CN  	CN2-3P_{1}8.5    	Q5 	B
 6560.87	 0.083	  31	1524.19	1524.19	FeI 	                 	Q5 	A
 6560.72	 0.052	   3	1524.22	1524.22	CN  	CN2-3R_{12}15.5  	Q5 	B
 6560.65	 0.068	  21	1524.24	1524.24	CN  	CN2-3Q_{1}16.5   	Q5 	B
 6560.17	 0.046	   6	1524.35	1524.35	FeI 	                 	D  	B
 6560.03	 0.193	  77	1524.38	1524.39	FeI 	                 	D  	A
 6559.74	 0.012	   3	1524.45	1524.47	FeI 	                 	X  	B
 6559.12	 0.206	  88	1524.60	1524.60	CN  	CN0-1Q_{1}55.5   	Q4 	A
 6558.86	 0.144	  30	1524.65	1524.65	CN  	CN1-2R_{1}52.5   	Q4 	A
 6558.79	 0.131	  30	1524.67	1524.67	CN  	CN0-1R_{1}66.5   	Q4 	A
 6558.75	 0.103	  17	1524.68	1524.69	CN  	CN2-3R_{1}30.5   	Q4 	B
 6558.42	 0.100	  16	1524.76	1524.77	CN  	CN2-3R_{2}31.5   	D  	B
 6558.39	 0.122	  38	1524.77	1524.78	SiI 	                 	D  	B
 6557.95	 0.064	   9	1524.87	1524.87	CN  	CN2-3P_{2}12.5   	T  	B
 6557.77	 0.402	 177	1524.91	1524.91	FeI 	                 	T  	A
 6557.73	 0.369	  26	1524.92	1524.92	CN  	CN2-3Q_{2}19.5   	T  	B
 6557.29	 0.008	  11	1525.02	1525.02	FeI 	                 	T  	B
 6557.11	 0.113	  34	1525.06	1525.06	FeI 	                 	T  	A
 6557.08	 0.098	   3	1525.07	1525.07	FeI 	                 	T  	B
 6555.58	 0.041	   8	1525.42	1525.42	CN  	CN2-3Q_{12}8.5   	T  	B
 6555.55	 0.063	  10	1525.43	1525.43	CN  	CN2-3P_{1}9.5    	T  	B
 6555.47	 0.188	  43	1525.44	1525.45	CN  	CN2-3Q_{1}17.5   	T  	B
 6555.22	 0.030	   6	1525.50	1525.50	CN  	CN1-2Q_{12}31.5  	Q5 	B
 6555.15	 0.031	  14	1525.52	1525.52	FeI 	                 	Q5 	B
 6554.96	 0.146	  45	1525.56	1525.56	CN  	CN1-2P_{1}32.5   	Q5 	A
 6554.89	 0.149	  44	1525.58	1525.59	CN  	CN1-2P_{2}32.5   	Q5 	A
 6554.64	 0.010	   6	1525.64	1525.65	CN  	CN0-1Q_{12}45.5  	Q5 	B
 6554.27	 0.140	  61	1525.72	1525.73	CN  	CN0-1P_{1}46.5   	Q5 	A
 6554.09	 0.175	  10	1525.76	1525.77	FeI 	                 	Q5 	B
 6554.05	 0.197	  66	1525.77	1525.78	CN  	CN1-2Q_{1}41.5   	Q5 	A
 6553.83	 0.078	  12	1525.82	1525.82	SiI 	                 	Q5 	B
 6553.80	 0.084	  26	1525.83	1525.84	CN  	CN1-2R_{2}52.5   	Q5 	A
 6553.36	 0.007	   2	1525.93	1525.94	FeI 	                 	X  	B
 6551.91	 0.077	  24	1526.27	1526.28	CN  	CN2-3R_{1}31.5   	S  	B
 6551.61	 0.031	  10	1526.34	1526.35	FeI 	                 	S  	A
